Iteration 0
epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
eval_cost,0.773111169961,0.65140336562,0.65640382096,0.641502350383,0.648956863729,0.641022474184,0.636595542046,0.631911853563,0.63377948169,0.632644285512,0.628257895437,0.623459294757,0.621853723258,0.63504224443,0.63108190664,0.645345005425,0.636964206509,0.625000060222,0.639032773516,0.6526503169,0.648684123573,0.63571624944,0.675302514195,0.639657724884,0.648601949494,0.619946086322,0.651894314903,0.649388221299,0.637232130309,0.6365185764,0.628624813814,0.631673214779,0.6482325777,0.634440717725,0.643682537836,0.641278751994,0.643809584145,0.628317116912,0.65716411003,0.644774166913,0.637293472993,0.638571847229,0.648037360536,0.666360412546,0.654321181038,0.660132789346,0.686238506178,0.639411394103,0.631836965795,0.641512039484,0.637161432145,0.636374743685,0.644506152841,0.698189243516,0.640367145331,0.642720785593,0.65307644793,0.633378595281,0.646366824241,0.647748629493,0.66875851854,0.701764202054,0.646158187462,0.672479395002,0.65878762058,0.645006911057,0.649897696093,0.665689882503,0.636250705791,0.67772706412,0.652331969373,0.654117151367,0.659576313001,0.654639675988,0.65453984457,0.634406670849,0.642314112988,0.639548811935,0.638343710153,0.667970922626,0.651418203891,0.657814475719,0.640735975219,0.642918726492,0.635430991119,0.651964669491,0.653670351308,0.653691526866,0.636999905384,0.65424424512,0.639620614391,0.636118749486,0.645373041019,0.664833171089,0.655403599667,0.717339312338,0.662651493199,0.662317421017,0.634799168807,0.683986753845
train_cost,0.824321227658,0.686767648399,0.68962638491,0.669862256221,0.669067182048,0.665126306334,0.656989284248,0.648292819914,0.646213504172,0.646038071907,0.641424524016,0.634550838455,0.636068400059,0.638283646674,0.640583765038,0.651203745103,0.640909438913,0.625108939181,0.640340969796,0.654175465946,0.653316537448,0.640091304493,0.668618459104,0.634059912537,0.638455555953,0.618132269443,0.638101674211,0.640135091937,0.62326224076,0.625696558154,0.620490849206,0.621222087567,0.638041933313,0.626605626735,0.623466636221,0.632914857742,0.628241788892,0.614819991912,0.640803028411,0.636774015784,0.620725542827,0.617193276314,0.631300812198,0.644077851861,0.636543176361,0.652951324164,0.670611861679,0.622585509991,0.611979489815,0.625859296641,0.612614338022,0.616664945987,0.625652149527,0.675528019296,0.616713631741,0.6185542465,0.625947732648,0.609971148276,0.623771363562,0.631365026965,0.642418599611,0.675018150961,0.622444131119,0.649045418923,0.641639804422,0.620616818453,0.62560679053,0.637791020542,0.615762085992,0.651304147454,0.622814299003,0.633455893306,0.631514170524,0.632032738127,0.631396547101,0.605809603913,0.612837632153,0.614685958931,0.610572346419,0.633672997703,0.619815406109,0.62232416796,0.606048663031,0.612857227469,0.603524735637,0.619460333597,0.615499205506,0.618177702444,0.606269799549,0.621725692571,0.60916509848,0.604259639863,0.609495880804,0.628204492905,0.625224535807,0.688225074787,0.632166919824,0.626259919466,0.60733751785,0.64284823151

epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
eval_acc,0.9027,0.9154,0.9158,0.9182,0.9201,0.919,0.919,0.9159,0.9194,0.9182,0.9211,0.9223,0.9243,0.9188,0.9201,0.9197,0.9217,0.9236,0.9199,0.9162,0.9176,0.9209,0.9113,0.9189,0.9192,0.9213,0.9187,0.9181,0.9193,0.9195,0.9205,0.9212,0.9191,0.9216,0.9191,0.9185,0.918,0.9216,0.9182,0.9172,0.9206,0.9185,0.9156,0.9176,0.9203,0.9189,0.9147,0.9212,0.9215,0.9196,0.9198,0.92,0.9189,0.9125,0.9212,0.9208,0.9181,0.9199,0.919,0.92,0.9168,0.9125,0.9174,0.9168,0.916,0.9183,0.9201,0.9177,0.9194,0.9159,0.9195,0.9183,0.9176,0.9168,0.9184,0.9199,0.9205,0.9201,0.9217,0.9165,0.9199,0.9171,0.9187,0.9212,0.9213,0.9183,0.9169,0.9194,0.92,0.9207,0.9206,0.9224,0.9197,0.9191,0.9175,0.9092,0.9168,0.9192,0.9192,0.9137
train_acc,0.89068,0.90978,0.91072,0.9137,0.91498,0.9156,0.91648,0.91642,0.91646,0.91932,0.91926,0.92058,0.92186,0.91986,0.91762,0.91692,0.92098,0.92152,0.91834,0.91786,0.91694,0.92008,0.91204,0.921,0.91932,0.92338,0.91954,0.9195,0.92294,0.92228,0.92246,0.92142,0.9211,0.92294,0.92014,0.9221,0.92072,0.92436,0.91986,0.92144,0.92288,0.92334,0.92146,0.91964,0.92064,0.92102,0.91946,0.92282,0.925,0.9229,0.92258,0.9239,0.92282,0.91306,0.92462,0.924,0.9217,0.92506,0.92138,0.92344,0.9188,0.91764,0.9226,0.91872,0.91848,0.9241,0.92244,0.9207,0.9234,0.91762,0.92166,0.92274,0.9202,0.92246,0.92456,0.92474,0.92284,0.92408,0.92552,0.919,0.92306,0.9224,0.92388,0.92494,0.92566,0.92378,0.92274,0.92372,0.92528,0.92432,0.92556,0.92688,0.92458,0.92392,0.92274,0.91292,0.92192,0.92112,0.92554,0.91742

test_acc,0.9107

Iteration 1
epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
eval_cost,0.681625646317,0.680889802851,0.659088370592,0.63750839844,0.647333977788,0.688867825783,0.661511875032,0.664384451382,0.62793517016,0.636764809051,0.626366370055,0.627493398613,0.652474322503,0.642882198857,0.697971813559,0.648111186192,0.672761832437,0.644670370494,0.68011224238,0.6407005294,0.635626710094,0.657455719859,0.621859729881,0.639208413845,0.669364137904,0.630717168006,0.624424291673,0.697391373205,0.635535140791,0.644044217064,0.654714765189,0.633526643261,0.659678184167,0.649401001919,0.657904359817,0.628212789306,0.628774160469,0.642286635764,0.659819638592,0.670819373468,0.641157824816,0.627422243993,0.648888177539,0.627833115206,0.635120684081,0.63967899844,0.640473351753,0.666281695799,0.637262992922,0.641794684038,0.646774870334,0.661125461646,0.643211216126,0.675830505667,0.644574678088,0.630533224405,0.652180485008,0.63016219862,0.670615773773,0.656700948906,0.65638826499,0.656643287049,0.654316170934,0.662223777963,0.646621035647,0.647547618119,0.674661708509,0.647352352801,0.631757959389,0.638256344013,0.661390555821,0.647617173902,0.646922995689,0.637381879044,0.643337887869,0.642400180065,0.66503241271,0.654352797769,0.634282335278,0.638452638357,0.652247400161,0.637574407269,0.643463225589,0.658651169795,0.632100256703,0.66390762763,0.650596866186,0.637248687292,0.647865426706,0.695177583949,0.650139811148,0.669145307156,0.645119997894,0.63772169357,0.712458959825,0.637452775628,0.666895665259,0.647865363383,0.662446630795,0.643086264957
train_cost,0.733130396413,0.725869161015,0.694878985327,0.676939507747,0.67250780333,0.714880846581,0.679096067607,0.676216910638,0.647901315628,0.659651961748,0.648337830827,0.637540331893,0.658703736736,0.653619340787,0.699052401693,0.65070836512,0.673442342452,0.644940772207,0.683057717847,0.642289792725,0.632166777732,0.655086409097,0.620504389653,0.633154491313,0.664269420152,0.633392216664,0.616462283961,0.693486377982,0.632821038279,0.636506959901,0.643200071259,0.625975877789,0.642020994969,0.639779149385,0.640459862716,0.617877384995,0.614991595216,0.628138823589,0.643551153724,0.663100926685,0.624063680449,0.615621042763,0.634868993383,0.614912688359,0.616639180232,0.624181228413,0.622367264204,0.648530259864,0.616123989437,0.620454327496,0.627735026334,0.634836897404,0.619152744723,0.654917118802,0.619416964028,0.612707147089,0.630863414585,0.605721278496,0.639159219517,0.633223507192,0.63372888988,0.627550858354,0.632144840629,0.629333360932,0.628362195728,0.624590358704,0.657504067708,0.6191542552,0.607560602871,0.608964170054,0.631194970927,0.616725331179,0.617836945711,0.611035776922,0.612611040237,0.612625308807,0.632462236294,0.622100844585,0.610097402899,0.613769597732,0.62234212912,0.60910617271,0.607159950669,0.624878506549,0.603452331676,0.629565650756,0.620810509033,0.608869179396,0.615019105473,0.65982899544,0.619862543735,0.641717997683,0.609251200357,0.607407222828,0.678159858784,0.608549840086,0.633577692334,0.616402123531,0.629222332758,0.608212070971

epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
eval_acc,0.9136,0.9138,0.9159,0.9202,0.9181,0.9154,0.9149,0.9147,0.919,0.9223,0.9197,0.9197,0.9159,0.9198,0.9114,0.9184,0.916,0.9179,0.9155,0.9197,0.9185,0.9163,0.9204,0.9194,0.9177,0.9202,0.9225,0.9112,0.9215,0.9199,0.9184,0.9212,0.9166,0.9185,0.9176,0.9197,0.9216,0.92,0.9185,0.9184,0.921,0.921,0.9199,0.9204,0.9211,0.9191,0.9207,0.9189,0.9218,0.9172,0.9189,0.9165,0.9203,0.9143,0.9182,0.9207,0.9189,0.9217,0.9185,0.9173,0.918,0.9165,0.9205,0.9174,0.92,0.9185,0.9157,0.9175,0.9215,0.9197,0.9186,0.9175,0.9202,0.9211,0.9206,0.9191,0.9162,0.917,0.9213,0.9192,0.9189,0.9211,0.9205,0.9194,0.9202,0.9146,0.9194,0.9206,0.9198,0.9134,0.9192,0.9156,0.9208,0.9196,0.9172,0.922,0.9168,0.9187,0.9187,0.92
train_acc,0.90436,0.90496,0.90884,0.91446,0.91382,0.91218,0.9141,0.91276,0.91806,0.91924,0.91718,0.91976,0.9147,0.91816,0.90992,0.91888,0.91428,0.91772,0.9133,0.91884,0.92006,0.91708,0.92186,0.92062,0.91826,0.92024,0.92244,0.91356,0.92158,0.9226,0.92134,0.9242,0.91924,0.92012,0.92032,0.9235,0.92448,0.92064,0.91906,0.9198,0.9224,0.92402,0.92318,0.92422,0.92352,0.92158,0.92296,0.92204,0.92348,0.92334,0.92312,0.9199,0.92324,0.9153,0.9227,0.92434,0.92278,0.92512,0.92098,0.9194,0.92194,0.92058,0.92336,0.92054,0.92298,0.9214,0.91968,0.92272,0.92472,0.92452,0.92092,0.92342,0.92332,0.92472,0.9241,0.9228,0.92058,0.92354,0.9253,0.92412,0.92408,0.92526,0.9249,0.92192,0.92608,0.91834,0.92278,0.9245,0.9236,0.91746,0.92432,0.91986,0.926,0.92546,0.91798,0.92512,0.9237,0.9241,0.92108,0.9252

test_acc,0.918

Iteration 2
epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
eval_cost,0.731530130469,0.664485460063,0.645290386599,0.642853863782,0.624687007253,0.663863601853,0.624336160852,0.640135534105,0.644986090228,0.642755911493,0.63806366606,0.666544715077,0.643782379134,0.652831486086,0.626859375698,0.621723840749,0.643107898843,0.653222091804,0.644321457188,0.636273728651,0.630075688834,0.639332498279,0.629297674936,0.637438650368,0.645828639229,0.642119792133,0.654723146882,0.644825494937,0.628757349146,0.667022960673,0.641449002584,0.648896322356,0.638426757874,0.659628182375,0.650942602253,0.627570935078,0.66458525792,0.628797500514,0.665074486127,0.625182486166,0.644392181259,0.645064491461,0.651194147418,0.65989333046,0.62789687415,0.644669018006,0.631105248435,0.633097229875,0.65275198467,0.632538235217,0.630912234664,0.683101691145,0.631693588755,0.644117539245,0.635405253501,0.663550164143,0.631340606414,0.631413807208,0.654779880966,0.647711454653,0.652233002138,0.656271796086,0.649718300476,0.639104205336,0.675376785414,0.635445527756,0.648690850698,0.6572595904,0.671692187716,0.650896676941,0.643190934746,0.66892205029,0.660615531749,0.690048377554,0.657114426779,0.640931104212,0.649599500792,0.633884139286,0.652526047697,0.631760799828,0.640871676122,0.658301974162,0.639680948027,0.649056074306,0.637418890536,0.645417640244,0.647683491318,0.64606723288,0.64441622051,0.632341213799,0.644444662725,0.644114868654,0.64899102504,0.646398752677,0.641391695618,0.650216766553,0.678927905194,0.643210535801,0.64321869103,0.669922016922
train_cost,0.774207563553,0.702038663372,0.676269341158,0.668341659111,0.652006528067,0.684520783524,0.655733179956,0.6538986902,0.66346667642,0.665216138296,0.648480854963,0.673368068535,0.643359556665,0.654737628422,0.628835098646,0.630686591369,0.641055471937,0.658367937985,0.647200645732,0.638510305472,0.627113346109,0.63435620402,0.62895028883,0.632785056805,0.639359245389,0.637769423054,0.648066521346,0.634374849473,0.618910279141,0.656228752625,0.627218846899,0.63793922211,0.624340457384,0.645354742227,0.629698086098,0.61823369174,0.649340252675,0.615011049712,0.661079895295,0.606996117391,0.629432374801,0.63227593233,0.630719783093,0.643751709545,0.612785374186,0.627494619229,0.614654849915,0.618887084069,0.630167290354,0.614395730055,0.612472004196,0.657826484242,0.612619092484,0.63098844178,0.61841366891,0.643780519692,0.614280360533,0.609171462543,0.623543959138,0.620363465347,0.628488315107,0.629547939712,0.636660651969,0.615090720033,0.637688184468,0.616980728765,0.620438113727,0.628044535478,0.652029316563,0.622553510892,0.614553515341,0.63607532981,0.627368870843,0.658747686226,0.634168618193,0.61506316967,0.620338144896,0.606112818247,0.622360291523,0.600925312832,0.61233675745,0.630385070311,0.614843914457,0.616868119103,0.606909377324,0.612022871268,0.614278317305,0.61450156661,0.616404388149,0.601864519995,0.608651651641,0.611533986808,0.613166442643,0.615648096295,0.610145280367,0.616416433368,0.644835441914,0.608957603921,0.615904224144,0.641508296909

epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
eval_acc,0.9062,0.9171,0.9169,0.9182,0.9217,0.9148,0.9196,0.9202,0.9186,0.9172,0.9201,0.9142,0.9175,0.9162,0.9219,0.9196,0.919,0.918,0.9184,0.92,0.9213,0.919,0.9197,0.9199,0.9191,0.9199,0.9168,0.9177,0.9208,0.9143,0.9192,0.9167,0.9194,0.9187,0.9183,0.9214,0.9162,0.9219,0.9177,0.9218,0.9189,0.9195,0.9166,0.919,0.9205,0.9208,0.9193,0.9208,0.9193,0.9222,0.9217,0.9162,0.9205,0.9194,0.9209,0.919,0.9211,0.9216,0.9195,0.9187,0.9173,0.919,0.9183,0.9187,0.9175,0.922,0.9182,0.9194,0.9176,0.9183,0.9215,0.9164,0.9154,0.9123,0.9184,0.9217,0.9178,0.9227,0.919,0.9213,0.9193,0.9197,0.9197,0.919,0.9191,0.9188,0.9188,0.9166,0.9188,0.9206,0.9206,0.9199,0.9188,0.9196,0.9223,0.9199,0.9149,0.9189,0.9212,0.9174
